Tiempo	Ankle Flex/Ext	Knee Int/Ext R.	Inversion/Eversion
0.730479	13.174640	2.532011	-98.562922
0.731479	13.136721	2.584368	-98.527376
0.732479	13.111442	2.654178	-98.485035
0.733479	13.098803	2.723988	-98.448967
0.734479	13.073524	2.750167	-98.410285
0.735479	13.060884	2.785072	-98.377353
0.736479	13.048245	2.802525	-98.356967
0.737479	13.022966	2.793799	-98.346512
0.738479	12.985047	2.785072	-98.337626
0.739479	12.934490	2.767620	-98.331353
0.740479	12.883932	2.767620	-98.325080
0.741479	12.833374	2.750167	-98.315148
0.742479	12.782816	2.758894	-98.305739
0.743479	12.732258	2.741441	-98.296330
0.744479	12.706979	2.706536	-98.296330
0.745479	12.694339	2.654178	-98.301035
0.746479	12.694339	2.575642	-98.294239
0.747479	12.694339	2.497106	-98.289012
0.748479	12.681700	2.427296	-98.287966
0.749479	12.669060	2.348759	-98.294762
0.750479	12.669060	2.270223	-98.305217
0.751479	12.694339	2.217866	-98.318807
0.752479	12.694339	2.156782	-98.329262
0.753479	12.694339	2.121877	-98.330307
0.754479	12.719618	2.086972	-98.318807
0.755479	12.770176	2.043340	-98.300512
